run_id;fetched_at;spot_key;model_key;status;http_status;error_message;hours_written;nulls_replaced_by_zero;grid_latitude;grid_longitude;grid_elevation_m
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;plage_de_sevrier;ICONCH1;ok;;;45;0;45.86465;6.164917;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;plage_de_sevrier;ICONCH2;ok;;;120;0;45.855156;6.1800537;0.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;plage_de_sevrier;ICON13KM;ok;;;183;0;45.875;6.125;717.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;plage_de_sevrier;IFS;ok;;;240;0;45.940243;6.133122;689.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;plage_de_sevrier;GFS;ok;;;384;0;45.981125;6.09375;634.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;AROMEHD;ok;;;60;0;46.25;4.8099995;169.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;ARPEGE;ok;;;96;0;46.2;4.799999;190.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;ICONCH1;ok;;;45;0;46.25097;4.8050537;172.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;ICONCH2;ok;;;120;0;46.24165;4.8203735;171.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;ICON13KM;ok;;;183;0;46.25;4.75;434.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;IFS;ok;;;240;0;46.22144;4.736842;277.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_darciat;GFS;ok;;;384;0;46.215424;4.8046875;260.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;AROMEHD;ok;;;60;0;45.42;4.75;141.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;ARPEGE;ok;;;96;0;45.4;4.799999;217.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;ICONCH1;ok;;;45;0;45.416153;4.741211;147.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;ICONCH2;ok;;;120;0;45.436775;4.75354;160.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;ICON13KM;ok;;;183;0;45.375;4.75;235.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;IFS;ok;;;240;0;45.377853;4.7887325;265.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;pont_de_chavanay;GFS;ok;;;384;0;45.39537;4.8046875;346.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;AROMEHD;ok;;;60;0;44.87;4.8599987;101.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;ARPEGE;ok;;;96;0;44.9;4.9000015;144.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;ICONCH1;ok;;;45;0;44.870667;4.8635864;103.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;ICONCH2;ok;;;120;0;44.880653;4.862671;140.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;ICON13KM;ok;;;183;0;44.875;4.875;163.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;IFS;ok;;;240;0;44.88576;4.876161;173.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;portes_les_valence;GFS;ok;;;384;0;44.926773;4.921875;209.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;AROMEHD;ok;;;60;0;45.03;4.84;116.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;ARPEGE;ok;;;96;0;45.0;4.9000015;145.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;ICONCH1;ok;;;45;0;45.020344;4.8496704;118.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;ICONCH2;ok;;;120;0;45.020344;4.8496704;121.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;ICON13KM;ok;;;183;0;45.0;4.875;296.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;IFS;ok;;;240;0;45.02636;4.8913045;205.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;roche_de_glun;GFS;ok;;;384;0;45.04393;4.921875;208.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;AROMEHD;ok;;;60;0;45.39;4.76;140.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;ARPEGE;ok;;;96;0;45.4;4.799999;217.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;ICONCH1;ok;;;45;0;45.386887;4.758301;141.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;ICONCH2;ok;;;120;0;45.396862;4.757324;145.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;ICON13KM;ok;;;183;0;45.375;4.75;235.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;IFS;ok;;;240;0;45.377853;4.7887325;265.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_alban_du_rhone;GFS;ok;;;384;0;45.39537;4.8046875;346.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;AROMEHD;ok;;;60;0;45.510002;4.8500004;190.0
2026-08-19T14:00:00+02:00;2026-08-19T14:17:13+02:00;st_cyr_sur_le_rhone;ARPEGE;ok;;;96;0;45.5;4.9000015;262.0
